0,1,2,3
Dihydroergotamine,Dihydroergotamine,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Amitriptyline,Amitriptyline,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Indomethacin,Indomethacin,Canalicular multispecific organic anion transporter 2,Organic anion transmembrane transporter activity
Indomethacin,Indomethacin,Multidrug resistance-associated protein 4,"Atpase activity, coupled to transmembrane movement of substances"
Indomethacin,Indomethacin,Multidrug resistance-associated protein 6,Transporter activity
Indomethacin,Indomethacin,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Indomethacin,Indomethacin,Multidrug resistance-associated protein 1,Transporter activity
Indomethacin,Indomethacin,Solute carrier organic anion transporter family member 1A2,Sodium-independent organic anion transmembrane transporter activity
Indomethacin,Indomethacin,Solute carrier family 22 member 6,Sodium-independent organic anion transmembrane transporter activity
Indomethacin,Indomethacin,Solute carrier family 22 member 8,Sodium-independent organic anion transmembrane transporter activity
Indomethacin,Indomethacin,Canalicular multispecific organic anion transporter 1,Organic anion transmembrane transporter activity
Indomethacin,Indomethacin,ATP-binding cassette sub-family C member 11,Purine nucleotide transmembrane transporter activity
Indomethacin,Indomethacin,Solute carrier family 22 member 11,Sodium-independent organic anion transmembrane transporter activity
Indomethacin,Indomethacin,Sodium/bile acid cotransporter,Virus receptor activity
Indomethacin,Indomethacin,Solute carrier family 22 member 7,Sodium-independent organic anion transmembrane transporter activity
Indomethacin,Indomethacin,Solute carrier organic anion transporter family member 1B1,Sodium-independent organic anion transmembrane transporter activity
Indomethacin,Indomethacin,Bile salt export pump,Transporter activity
Ipratropiumbromide,Ipratropium,Solute carrier family 22 member 5,Symporter activity
Ipratropiumbromide,Ipratropium,Solute carrier family 22 member 4,Symporter activity
Methadone,Methadone,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Diltiazem,Diltiazem,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Mefloquine,Mefloquine,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Clozapine,Clozapine,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Mirtazapine,Mirtazapine,Sodium-dependent serotonin transporter,Serotonin:sodium symporter activity
Amlodipine,Amlodipine,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Digoxin,Digoxin,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Digoxin,Digoxin,Solute carrier organic anion transporter family member 4C1,Sodium-independent organic anion transmembrane transporter activity
Digoxin,Digoxin,Bile salt export pump,Transporter activity
Digoxin,Digoxin,Solute carrier organic anion transporter family member 1A2,Sodium-independent organic anion transmembrane transporter activity
Digoxin,Digoxin,Organic solute transporter subunit alpha,Transporter activity
Digoxin,Digoxin,Organic solute transporter subunit beta,Transporter activity
Digoxin,Digoxin,Solute carrier organic anion transporter family member 1B1,Sodium-independent organic anion transmembrane transporter activity
Beclomethasonedipropionate,Beclomethasone dipropionate,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Beclomethasonedipropionate,Beclomethasone dipropionate,ATP-binding cassette sub-family G member 2,Xenobiotic-transporting atpase activity
Beclomethasonedipropionate,Beclomethasone dipropionate,Solute carrier organic anion transporter family member 1B1,Sodium-independent organic anion transmembrane transporter activity
Beclomethasonedipropionate,Beclomethasone dipropionate,Solute carrier organic anion transporter family member 1B3,Sodium-independent organic anion transmembrane transporter activity
Allopurinol,Allopurinol,Solute carrier family 22 member 8,Sodium-independent organic anion transmembrane transporter activity
Allopurinol,Allopurinol,Solute carrier family 22 member 7,Sodium-independent organic anion transmembrane transporter activity
Allopurinol,Allopurinol,ATP-binding cassette sub-family G member 2,Xenobiotic-transporting atpase activity
Allopurinol,Allopurinol,Solute carrier family 22 member 2,Quaternary ammonium group transmembrane transporter activity
Cerivastatin,Cerivastatin,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Cerivastatin,Cerivastatin,Canalicular multispecific organic anion transporter 1,Organic anion transmembrane transporter activity
Cerivastatin,Cerivastatin,ATP-binding cassette sub-family G member 2,Xenobiotic-transporting atpase activity
Cerivastatin,Cerivastatin,Solute carrier organic anion transporter family member 1B1,Sodium-independent organic anion transmembrane transporter activity
Cerivastatin,Cerivastatin,Bile salt export pump,Transporter activity
Gemcitabine,Gemcitabine,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Gemcitabine,Gemcitabine,Multidrug resistance-associated protein 7,"Atpase activity, coupled to transmembrane movement of substances"
Gemcitabine,Gemcitabine,Equilibrative nucleoside transporter 1,Nucleoside transmembrane transporter activity
Gemcitabine,Gemcitabine,Sodium/nucleoside cotransporter 1,Pyrimidine- and adenine-specific:sodium symporter activity
Gemcitabine,Gemcitabine,Equilibrative nucleoside transporter 2,Nucleoside transmembrane transporter activity
Gemcitabine,Gemcitabine,Solute carrier family 28 member 3,Pyrimidine- and adenine-specific:sodium symporter activity
Betamethasone,Betamethasone,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Epirubicin,Epirubicin,Multidrug resistance-associated protein 1,Transporter activity
Chloramphenicol,Chloramphenicol,Solute carrier family 22 member 6,Sodium-independent organic anion transmembrane transporter activity
Lansoprazole,Lansoprazole,ATP-binding cassette sub-family G member 2,Xenobiotic-transporting atpase activity
Lansoprazole,Lansoprazole,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Lansoprazole,Lansoprazole,Solute carrier family 22 member 8,Sodium-independent organic anion transmembrane transporter activity
Lansoprazole,Lansoprazole,Solute carrier family 22 member 1,Secondary active organic cation transmembrane transporter activity
Lansoprazole,Lansoprazole,Solute carrier family 22 member 2,Quaternary ammonium group transmembrane transporter activity
Lansoprazole,Lansoprazole,Solute carrier family 22 member 3,Toxin transporter activity
Levothyroxine,Levothyroxine,Solute carrier organic anion transporter family member 1C1,Thyroid hormone transmembrane transporter activity
Levothyroxine,Levothyroxine,Monocarboxylate transporter 8,Transporter activity
Levothyroxine,Levothyroxine,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Levothyroxine,Levothyroxine,Solute carrier organic anion transporter family member 1A2,Sodium-independent organic anion transmembrane transporter activity
Levothyroxine,Levothyroxine,Solute carrier organic anion transporter family member 1B1,Sodium-independent organic anion transmembrane transporter activity
Levothyroxine,Levothyroxine,Solute carrier organic anion transporter family member 1B3,Sodium-independent organic anion transmembrane transporter activity
Levothyroxine,Levothyroxine,Solute carrier organic anion transporter family member 4A1,Thyroid hormone transmembrane transporter activity
Levothyroxine,Levothyroxine,Solute carrier organic anion transporter family member 4C1,Sodium-independent organic anion transmembrane transporter activity
Levothyroxine,Levothyroxine,Large neutral amino acids transporter small subunit 1,Peptide antigen binding
Levothyroxine,Levothyroxine,Solute carrier organic anion transporter family member 2B1,Sodium-independent organic anion transmembrane transporter activity
Loratadine,Loratadine,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Loratadine,Loratadine,Bile salt export pump,Transporter activity
Imipramine,Imipramine,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Imipramine,Imipramine,Solute carrier family 22 member 2,Quaternary ammonium group transmembrane transporter activity
Imipramine,Imipramine,Solute carrier family 22 member 3,Toxin transporter activity
Imipramine,Imipramine,Solute carrier family 22 member 4,Symporter activity
Dronabinol,Dronabinol,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Dronabinol,Dronabinol,ATP-binding cassette sub-family G member 2,Xenobiotic-transporting atpase activity
Montelukast,Montelukast,Solute carrier organic anion transporter family member 2B1,Sodium-independent organic anion transmembrane transporter activity
Fluoxetine,Fluoxetine,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Duloxetine,Duloxetine,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Chlorpromazine,Chlorpromazine,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Chlorpromazine,Chlorpromazine,Bile salt export pump,Transporter activity
Celecoxib,Celecoxib,Multidrug resistance-associated protein 4,"Atpase activity, coupled to transmembrane movement of substances"
Celecoxib,Celecoxib,Bile salt export pump,Transporter activity
Celecoxib,Celecoxib,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Celecoxib,Celecoxib,ATP-binding cassette sub-family G member 2,Xenobiotic-transporting atpase activity
Buspirone,Buspirone,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Cimetidine,Cimetidine,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Cimetidine,Cimetidine,Solute carrier family 22 member 2,Quaternary ammonium group transmembrane transporter activity
Cimetidine,Cimetidine,Solute carrier family 22 member 1,Secondary active organic cation transmembrane transporter activity
Cimetidine,Cimetidine,Solute carrier family 22 member 3,Toxin transporter activity
Cimetidine,Cimetidine,Solute carrier family 22 member 5,Symporter activity
Cimetidine,Cimetidine,Solute carrier family 22 member 6,Sodium-independent organic anion transmembrane transporter activity
Cimetidine,Cimetidine,Solute carrier family 22 member 8,Sodium-independent organic anion transmembrane transporter activity
Cimetidine,Cimetidine,Multidrug and toxin extrusion protein 1,Monovalent cation:proton antiporter activity
Cimetidine,Cimetidine,Solute carrier family 22 member 4,Symporter activity
Cimetidine,Cimetidine,Solute carrier family 22 member 11,Sodium-independent organic anion transmembrane transporter activity
Cimetidine,Cimetidine,Solute carrier family 22 member 7,Sodium-independent organic anion transmembrane transporter activity
Cimetidine,Cimetidine,Bile salt export pump,Transporter activity
Cimetidine,Cimetidine,Multidrug and toxin extrusion protein 2,Drug transmembrane transporter activity
Haloperidol,Haloperidol,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Cisplatin,Cisplatin,Canalicular multispecific organic anion transporter 2,Organic anion transmembrane transporter activity
Cisplatin,Cisplatin,Multidrug resistance-associated protein 5,Organic anion transmembrane transporter activity
Cisplatin,Cisplatin,Canalicular multispecific organic anion transporter 1,Organic anion transmembrane transporter activity
Cisplatin,Cisplatin,Solute carrier family 22 member 2,Quaternary ammonium group transmembrane transporter activity
Cisplatin,Cisplatin,High affinity copper uptake protein 1,Copper uptake transmembrane transporter activity
Cisplatin,Cisplatin,Probable low affinity copper uptake protein 2,Copper ion transmembrane transporter activity
Cisplatin,Cisplatin,Multidrug resistance-associated protein 6,Transporter activity
Cisplatin,Cisplatin,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Cisplatin,Cisplatin,Copper-transporting ATPase 2,Copper-exporting atpase activity
Cisplatin,Cisplatin,Copper-transporting ATPase 1,Superoxide dismutase copper chaperone activity
Cisplatin,Cisplatin,ATP-binding cassette sub-family G member 2,Xenobiotic-transporting atpase activity
Albendazole,Albendazole,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Alitretinoin,Alitretinoin,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Erlotinib,Erlotinib,ATP-binding cassette sub-family G member 2,Xenobiotic-transporting atpase activity
Erlotinib,Erlotinib,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Erlotinib,Erlotinib,Solute carrier organic anion transporter family member 2B1,Sodium-independent organic anion transmembrane transporter activity
Ciprofloxacin,Ciprofloxacin,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Ciprofloxacin,Ciprofloxacin,Multidrug and toxin extrusion protein 1,Monovalent cation:proton antiporter activity
Ciprofloxacin,Ciprofloxacin,Multidrug and toxin extrusion protein 2,Drug transmembrane transporter activity
Benazepril,Benazepril,Solute carrier family 15 member 1,Proton-dependent oligopeptide secondary active transmembrane transporter activity
Benazepril,Benazepril,Solute carrier family 15 member 2,Peptide:proton symporter activity
Fluorouracil,Fluorouracil,Solute carrier family 22 member 7,Sodium-independent organic anion transmembrane transporter activity
Fluorouracil,Fluorouracil,Equilibrative nucleoside transporter 1,Nucleoside transmembrane transporter activity
Fluorouracil,Fluorouracil,ATP-binding cassette sub-family G member 2,Xenobiotic-transporting atpase activity
Fluorouracil,Fluorouracil,Canalicular multispecific organic anion transporter 2,Organic anion transmembrane transporter activity
Fluorouracil,Fluorouracil,Multidrug resistance-associated protein 4,"Atpase activity, coupled to transmembrane movement of substances"
Fluorouracil,Fluorouracil,Multidrug resistance-associated protein 5,Organic anion transmembrane transporter activity
Lamotrigine,Lamotrigine,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Lamotrigine,Lamotrigine,Solute carrier family 22 member 2,Quaternary ammonium group transmembrane transporter activity
Lamotrigine,Lamotrigine,Solute carrier family 22 member 1,Secondary active organic cation transmembrane transporter activity
Hydroxyzine,Hydroxyzine,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Bosentan,Bosentan,Bile salt export pump,Transporter activity
Methotrexate,Methotrexate,Canalicular multispecific organic anion transporter 2,Organic anion transmembrane transporter activity
Methotrexate,Methotrexate,Multidrug resistance-associated protein 4,"Atpase activity, coupled to transmembrane movement of substances"
Methotrexate,Methotrexate,Multidrug resistance-associated protein 1,Transporter activity
Methotrexate,Methotrexate,Solute carrier family 22 member 6,Sodium-independent organic anion transmembrane transporter activity
Methotrexate,Methotrexate,Multidrug resistance-associated protein 7,"Atpase activity, coupled to transmembrane movement of substances"
Methotrexate,Methotrexate,Solute carrier family 22 member 8,Sodium-independent organic anion transmembrane transporter activity
Methotrexate,Methotrexate,Canalicular multispecific organic anion transporter 1,Organic anion transmembrane transporter activity
Methotrexate,Methotrexate,Multidrug resistance protein 1,Xenobiotic-transporting atpase activity
Methotrexate,Methotrexate,Solute carrier organic anion transporter family member 1A2,Sodium-independent organic anion transmembrane transporter activity
